run_id,timestamp,frequency_Hz,position_cm,trial,record_seconds,sample_count,median_amp,mean_amp,std_amp,min_amp,max_amp,clipped_count,status_counts,raw_csv,notes,norm_median,norm_std,is_estimated,estimate_method
20260627_143142_f170Hz_x1cm,2026-06-27T14:44:16,170,1.0,2,10,32,4.07,4.075,0.0176777,4.04,4.12,0.0,OK:32,data\mode_shape\raw\20260627_143142_f170Hz_x1cm.csv,,0.0112429386334442,4.8832750928854576e-05,False,
20260627_144557_f170Hz_x2cm,2026-06-27T14:46:18,170,2.0,2,10,32,11.34,11.3875,0.234414,11.25,12.52,0.0,OK:32,data\mode_shape\raw\20260627_144557_f170Hz_x2cm.csv,,0.0313255341777047,0.0006475435422162,False,
20260627_144659_f170Hz_x3cm,2026-06-27T14:47:15,170,3.0,2,10,32,38.47,38.4641,0.174048,37.99,38.87,0.0,OK:32,data\mode_shape\raw\20260627_144659_f170Hz_x3cm.csv,,0.1062692504247179,0.0004807889393792,False,
20260627_144734_f170Hz_x4cm,2026-06-27T14:47:48,170,4.0,2,10,32,88.87,88.8184,0.472368,88.07,90.8,0.0,OK:32,data\mode_shape\raw\20260627_144734_f170Hz_x4cm.csv,,0.2454938467700722,0.0013048659548901,False,
20260627_144809_f170Hz_x5cm,2026-06-27T14:48:22,170,5.0,2,10,32,139.795,139.919,0.535508,139.53,142.76,0.0,OK:32,data\mode_shape\raw\20260627_144809_f170Hz_x5cm.csv,,0.3861686993273573,0.0014792834353116,False,
20260627_144837_f170Hz_x6cm,2026-06-27T14:48:49,170,6.0,2,10,32,195.98,195.977,0.11158,195.82,196.19,0.0,OK:32,data\mode_shape\raw\20260627_144837_f170Hz_x6cm.csv,,0.5413737379317966,0.000308227786909,False,
20260627_144905_f170Hz_x7cm,2026-06-27T14:49:18,170,7.0,2,10,32,242.26,242.235,0.159863,241.93,242.64,0.0,OK:32,data\mode_shape\raw\20260627_144905_f170Hz_x7cm.csv,,0.6692172760044751,0.0004416043977293,False,
20260627_150329_f170Hz_x8cm,2026-06-27T15:03:41,170,8.0,2,10,32,249.115,249.186,0.696369,248.13,250.26,0.0,OK:32,data\mode_shape\raw\20260627_150329_f170Hz_x8cm.csv,,0.688153478543114,0.00192364470104,False,
20260627_150353_f170Hz_x9cm,2026-06-27T15:04:07,170,9.0,2,10,32,274.595,274.528,0.280729,273.81,275.2,0.0,OK:32,data\mode_shape\raw\20260627_150353_f170Hz_x9cm.csv,,0.7585392466954877,0.0007754837640364,False,
20260627_150417_f170Hz_x10cm,2026-06-27T15:04:40,170,10.0,2,10,32,278.82,278.937,0.364702,278.14,279.56,0.0,OK:32,data\mode_shape\raw\20260627_150417_f170Hz_x10cm.csv,,0.7702103562105496,0.0010074501733401,False,
20260627_150450_f170Hz_x11cm,2026-06-27T15:05:05,170,11.0,2,10,32,270.445,270.535,0.867655,268.92,272.3,0.0,OK:32,data\mode_shape\raw\20260627_150450_f170Hz_x11cm.csv,,0.747075316639273,0.0023968039115481,False,
20260627_150543_f170Hz_x12cm,2026-06-27T15:05:57,170,12.0,2,10,32,302.425,302.723,1.91978,301.46,313.36,1.0,LOUD_CLIP:1;OK:31,data\mode_shape\raw\20260627_150543_f170Hz_x12cm.csv,,0.8354166378917419,0.005303186420077,False,
20260627_150707_f170Hz_x13cm,2026-06-27T15:07:19,170,13.0,2,10,32,308.41,308.384,0.103439,307.9,308.48,0.0,OK:32,data\mode_shape\raw\20260627_150707_f170Hz_x13cm.csv,,0.8519495587077527,0.0002857391472493,False,
20260627_150733_f170Hz_x14cm,2026-06-27T15:07:45,170,14.0,2,10,32,300.42,300.157,1.15798,297.43,302.09,0.0,OK:32,data\mode_shape\raw\20260627_150733_f170Hz_x14cm.csv,,0.8298780403585586,0.0031987955967459,False,
20260627_150825_f170Hz_x15cm,2026-06-27T15:08:40,170,15.0,2,10,32,300.22,299.978,0.64812,298.89,300.87,0.0,OK:32,data\mode_shape\raw\20260627_150825_f170Hz_x15cm.csv,,0.8293255618016326,0.0017903620115744,False,
20260627_151009_f170Hz_x16cm,2026-06-27T15:10:21,170,16.0,2,10,32,332.14,331.587,1.17761,328.59,332.28,0.0,OK:32,data\mode_shape\raw\20260627_151009_f170Hz_x16cm.csv,,0.9175011394870236,0.0032530213671081,False,
20260627_151035_f170Hz_x17cm,2026-06-27T15:10:47,170,17.0,2,10,32,305.895,305.789,0.307977,305.16,306.2,0.0,OK:32,data\mode_shape\raw\20260627_151035_f170Hz_x17cm.csv,,0.8450021408544081,0.000850753442632,False,
20260627_151122_f170Hz_x18cm,2026-06-27T15:11:34,170,18.0,2,10,32,308.23,308.185,1.44774,305.15,310.82,0.0,OK:32,data\mode_shape\raw\20260627_151122_f170Hz_x18cm.csv,,0.8514523280065193,0.0039992265300203,False,
20260627_151247_f170Hz_x19cm,2026-06-27T15:13:01,170,19.0,2,10,32,299.94,300.062,1.1913,297.61,302.86,0.0,OK:32,data\mode_shape\raw\20260627_151247_f170Hz_x19cm.csv,,0.8285520918219361,0.0032908385243297,False,
20260627_151327_f170Hz_x20cm,2026-06-27T15:13:39,170,20.0,2,10,32,306.095,305.173,2.49674,297.61,306.81,0.0,OK:32,data\mode_shape\raw\20260627_151327_f170Hz_x20cm.csv,,0.8455546194113341,0.0068969765610972,False,
20260627_151353_f170Hz_x21cm,2026-06-27T15:14:05,170,21.0,2,10,32,308.26,307.825,1.13916,304.48,308.58,0.0,OK:32,data\mode_shape\raw\20260627_151353_f170Hz_x21cm.csv,,0.8515351997900581,0.0031468073645391,False,
20260627_151414_f170Hz_x22cm,2026-06-27T15:14:26,170,22.0,2,10,32,300.72,300.604,1.81717,296.87,304.42,0.0,OK:32,data\mode_shape\raw\20260627_151414_f170Hz_x22cm.csv,,0.8307067581939477,0.0050197372964461,False,
20260627_151446_f170Hz_x23cm,2026-06-27T15:14:58,170,23.0,2,10,32,307.49,307.238,1.31838,302.72,308.55,0.0,OK:32,data\mode_shape\raw\20260627_151446_f170Hz_x23cm.csv,,0.849408157345893,0.0036418833994005,False,
20260627_151513_f170Hz_x24cm,2026-06-27T15:15:25,170,24.0,2,10,32,313.845,314.354,0.791841,313.42,315.74,0.0,OK:32,data\mode_shape\raw\20260627_151513_f170Hz_x24cm.csv,,0.866963163492217,0.0021873758649742,False,
20260627_151537_f170Hz_x25cm,2026-06-27T15:15:49,170,25.0,2,10,32,316.775,316.485,0.589465,315.31,317.18,0.0,OK:32,data\mode_shape\raw\20260627_151537_f170Hz_x25cm.csv,,0.8750569743511829,0.0016283338627919,False,
20260627_151602_f170Hz_x26cm,2026-06-27T15:16:15,170,26.0,2,10,32,317.03,317.083,0.219124,316.69,317.51,0.0,OK:32,data\mode_shape\raw\20260627_151602_f170Hz_x26cm.csv,,0.8757613845112636,0.0006053065565392,False,
20260627_151636_f170Hz_x27cm,2026-06-27T15:16:48,170,27.0,2,10,32,335.71,334.755,3.43372,324.07,337.39,0.0,OK:32,data\mode_shape\raw\20260627_151636_f170Hz_x27cm.csv,,0.9273628817281528,0.0094852833524398,False,
20260627_151704_f170Hz_x28cm,2026-06-27T15:17:16,170,28.0,2,10,32,334.01,333.989,0.213465,333.59,334.28,0.0,OK:32,data\mode_shape\raw\20260627_151704_f170Hz_x28cm.csv,,0.922666813994282,0.000589674175771,False,
20260627_151733_f170Hz_x29cm,2026-06-27T15:17:45,170,29.0,2,10,32,335.61,333.126,4.0518,326.15,336.73,0.0,OK:32,data\mode_shape\raw\20260627_151733_f170Hz_x29cm.csv,,0.92708664244969,0.011192663084764,False,
20260627_151803_f170Hz_x30cm,2026-06-27T15:18:15,170,30.0,2,10,32,333.915,333.84,0.318948,333.41,334.35,0.0,OK:32,data\mode_shape\raw\20260627_151803_f170Hz_x30cm.csv,,0.922404386679742,0.0008810596538721,False,
20260627_151825_f170Hz_x31cm,2026-06-27T15:18:37,170,31.0,2,10,32,317.225,317.301,1.16091,314.36,319.39,0.0,OK:32,data\mode_shape\raw\20260627_151825_f170Hz_x31cm.csv,,0.8763000511042666,0.0032068894076048,False,
20260627_152443_f170Hz_x32cm,2026-06-27T15:24:55,170,32.0,2,10,32,339.3,339.183,0.443062,337.24,339.58,0.0,OK:32,data\mode_shape\raw\20260627_152443_f170Hz_x32cm.csv,,0.9372798718249749,0.0012239112719437,False,
20260627_152505_f170Hz_x33cm,2026-06-27T15:25:17,170,33.0,2,10,32,344.005,343.981,0.156404,343.68,344.23,0.0,OK:32,data\mode_shape\raw\20260627_152505_f170Hz_x33cm.csv,,0.9502769298766592,0.0004320492810872,False,
20260627_152552_f170Hz_x34cm,2026-06-27T15:26:04,170,34.0,2,10,32,345.715,345.712,0.0535279,345.6,345.84,0.0,OK:32,data\mode_shape\raw\20260627_152552_f170Hz_x34cm.csv,,0.9550006215383764,0.0001478650847363,False,
20260627_152620_f170Hz_x35cm,2026-06-27T15:26:32,170,35.0,2,10,32,357.205,356.997,0.705857,354.4,357.72,0.0,OK:32,data\mode_shape\raw\20260627_152620_f170Hz_x35cm.csv,,0.9867405146337758,0.0019498542837806,False,
20260627_152645_f170Hz_x36cm,2026-06-27T15:26:57,170,36.0,2,10,32,356.2,356.182,0.494843,355.08,357.24,0.0,OK:32,data\mode_shape\raw\20260627_152645_f170Hz_x36cm.csv,,0.9839643098852224,0.0013669507327246,False,
20260627_152719_f170Hz_x37cm,2026-06-27T15:27:31,170,37.0,2,10,32,357.72,357.661,0.375086,356.46,358.03,0.0,OK:32,data\mode_shape\raw\20260627_152719_f170Hz_x37cm.csv,,0.9881631469178604,0.0010361348600157,False,
20260627_152740_f170Hz_x38cm,2026-06-27T15:27:55,170,38.0,2,10,32,357.465,357.306,0.375349,356.48,357.87,0.0,OK:32,data\mode_shape\raw\20260627_152740_f170Hz_x38cm.csv,,0.9874587367577796,0.0010368613693181,False,
20260627_152810_f170Hz_x39cm,2026-06-27T15:28:22,170,39.0,2,10,32,358.165,358.161,0.270716,357.13,358.54,0.0,OK:32,data\mode_shape\raw\20260627_152810_f170Hz_x39cm.csv,,0.9893924117070206,0.0007478239250839,False,
20260627_152834_f170Hz_x40cm,2026-06-27T15:28:46,170,40.0,2,10,32,359.59,359.583,0.0359198,359.5,359.65,0.0,OK:32,data\mode_shape\raw\20260627_152834_f170Hz_x40cm.csv,,0.9933288214251184,9.922459634535436e-05,False,
20260627_152855_f170Hz_x40cm,2026-06-27T15:29:07,170,41.0,2,10,32,362.005,361.752,0.523157,359.56,362.18,0.0,OK:32,data\mode_shape\raw\20260627_152855_f170Hz_x40cm.csv,,1.0,0.0014451651220287,False,
20260627_153003_f170Hz_x42cm,2026-06-27T15:30:15,170,42.0,2,10,32,361.25,361.146,0.461606,360.24,361.69,0.0,OK:32,data\mode_shape\raw\20260627_153003_f170Hz_x42cm.csv,,0.9979143934476044,0.0012751370837419,False,
20260627_153030_f170Hz_x43cm,2026-06-27T15:30:44,170,43.0,2,10,32,357.9,357.771,0.327345,356.64,358.14,0.0,OK:32,data\mode_shape\raw\20260627_153030_f170Hz_x43cm.csv,,0.9886603776190936,0.0009042554660847,False,
20260627_153526_f255Hz_x1cm,2026-06-27T15:35:33,255,1.0,2,5,16,150.17,150.881,1.07882,149.66,152.43,0.0,OK:16,data\mode_shape\raw\20260627_153526_f255Hz_x1cm.csv,,0.5472867086992966,0.0039317030504027,False,
20260627_153552_f255Hz_x2cm,2026-06-27T15:36:00,255,2.0,2,5,16,143.33,143.369,0.169332,143.09,143.66,0.0,OK:16,data\mode_shape\raw\20260627_153552_f255Hz_x2cm.csv,,0.5223586865410548,0.0006171216152192,False,
20260627_153637_f255Hz_x3cm,2026-06-27T15:36:44,255,3.0,2,5,16,128.085,128.084,0.103855,127.88,128.24,0.0,OK:16,data\mode_shape\raw\20260627_153637_f255Hz_x3cm.csv,,0.4667990815991837,0.0003784941142169,False,
20260627_153655_f255Hz_x4cm,2026-06-27T15:37:02,255,4.0,2,5,16,115.34,115.345,0.183098,115.08,115.82,0.0,OK:16,data\mode_shape\raw\20260627_153655_f255Hz_x4cm.csv,,0.4203505958671963,0.0006672910820365,False,
20260627_153721_f255Hz_x5cm,2026-06-27T15:37:29,255,5.0,2,5,16,96.755,96.7288,0.120617,96.47,96.92,0.0,OK:16,data\mode_shape\raw\20260627_153721_f255Hz_x5cm.csv,,0.3526185356609206,0.0004395823462954,False,
20260627_153744_f255Hz_x6cm,2026-06-27T15:37:52,255,6.0,2,5,16,74.355,74.2862,0.324921,73.12,74.69,0.0,OK:16,data\mode_shape\raw\20260627_153744_f255Hz_x6cm.csv,,0.2709829075403623,0.0011841575859178,False,
20260627_153821_f255Hz_x7cm,2026-06-27T15:38:28,255,7.0,2,5,16,54.455,54.4656,0.105887,54.24,54.66,0.0,OK:16,data\mode_shape\raw\20260627_153821_f255Hz_x7cm.csv,,0.1984583986296876,0.0003858996319107,False,
20260627_153847_f255Hz_x8cm,2026-06-27T15:38:54,255,8.0,2,5,16,31.335,31.2481,0.343824,30.42,31.78,0.0,OK:16,data\mode_shape\raw\20260627_153847_f255Hz_x8cm.csv,,0.1141987681766828,0.0012530485804876,False,
20260627_153905_f255Hz_x9cm,2026-06-27T15:39:13,255,9.0,2,5,16,26.53,26.7512,0.60353,25.97,28.0,0.0,OK:16,data\mode_shape\raw\20260627_153905_f255Hz_x9cm.csv,,0.0966871970552862,0.0021995335106964,False,
20260627_154034_f255Hz_x10cm,2026-06-27T15:40:42,255,10.0,2,5,16,22.92,22.9325,0.0505594,22.86,23.01,0.0,OK:16,data\mode_shape\raw\20260627_154034_f255Hz_x10cm.csv,,0.0835307409162141,0.000184261088232,False,
20260627_154059_f255Hz_x11cm,2026-06-27T15:41:07,255,11.0,2,5,16,13.28,13.8081,1.63083,12.59,19.15,0.0,OK:16,data\mode_shape\raw\20260627_154059_f255Hz_x11cm.csv,,0.0483982652429024,0.0059434746164218,False,
20260627_154119_f255Hz_x12cm,2026-06-27T15:41:27,255,12.0,2,5,16,10.3,12.8556,10.8694,8.23,54.9,1.0,LOUD_CLIP:1;OK:15,data\mode_shape\raw\20260627_154119_f255Hz_x12cm.csv,,0.037537811144721,0.0396129596559641,False,
20260627_154431_f255Hz_x13cm,2026-06-27T15:44:39,255,13.0,2,5,16,7.305,7.35562,0.185808,7.25,8.06,0.0,OK:16,data\mode_shape\raw\20260627_154431_f255Hz_x13cm.csv,,0.0266226903312802,0.00067716753526,False,
20260627_154449_f255Hz_x14cm,2026-06-27T15:44:57,255,14.0,2,5,16,5.34,5.34938,0.0499335,5.28,5.45,0.0,OK:16,data\mode_shape\raw\20260627_154449_f255Hz_x14cm.csv,,0.0194613506323116,0.0001819800284266,False,
20260627_154512_f255Hz_x15cm,2026-06-27T15:45:19,255,15.0,2,5,16,2.7,2.70375,0.0319912,2.68,2.82,0.0,OK:16,data\mode_shape\raw\20260627_154512_f255Hz_x15cm.csv,,0.0098400087466744,0.0001165902547468,False,
20260627_154713_f255Hz_x16cm,2026-06-27T15:47:21,255,16.0,2,5,16,1.64,1.67812,0.135149,1.63,2.2,0.0,OK:16,data\mode_shape\raw\20260627_154713_f255Hz_x16cm.csv,,0.0059768942016837,0.0004925434600386,False,
20260627_154732_f255Hz_x17cm,2026-06-27T15:47:39,255,17.0,2,5,16,1.34,1.34313,0.0189469,1.31,1.38,0.0,OK:16,data\mode_shape\raw\20260627_154732_f255Hz_x17cm.csv,,0.0048835598964976,6.905098582309851e-05,False,
20260627_154748_f255Hz_x18cm,2026-06-27T15:47:55,255,18.0,2,5,16,2.18,2.185,0.0141421,2.16,2.21,0.0,OK:16,data\mode_shape\raw\20260627_154748_f255Hz_x18cm.csv,,0.0079448959510186,5.154014359123875e-05,False,
20260627_154815_f255Hz_x19cm,2026-06-27T15:48:23,255,19.0,2,5,16,3.88,3.87812,0.0107347,3.86,3.89,0.0,OK:16,data\mode_shape\raw\20260627_154815_f255Hz_x19cm.csv,,0.0141404570137395,3.9122052552935605e-05,False,
20260627_154838_f255Hz_x20cm,2026-06-27T15:48:46,255,20.0,2,5,16,4.97,6.66812,3.03148,4.74,15.2,0.0,OK:16,data\mode_shape\raw\20260627_154838_f255Hz_x20cm.csv,,0.0181129049892488,0.0110480702649513,False,
20260627_154900_f255Hz_x21cm,2026-06-27T15:49:07,255,21.0,2,5,16,6.7,6.69688,0.0918367,6.56,6.98,0.0,OK:16,data\mode_shape\raw\20260627_154900_f255Hz_x21cm.csv,,0.0244177994824884,0.0003346940486169,False,
20260627_154916_f255Hz_x22cm,2026-06-27T15:49:23,255,22.0,2,5,16,9.22,9.3925,0.459857,9.08,10.92,0.0,OK:16,data\mode_shape\raw\20260627_154916_f255Hz_x22cm.csv,,0.0336018076460512,0.0016759247785998,False,
20260627_154938_f255Hz_x23cm,2026-06-27T15:49:45,255,23.0,2,5,16,13.845,13.8006,0.31807,13.26,14.47,0.0,OK:16,data\mode_shape\raw\20260627_154938_f255Hz_x23cm.csv,,0.0504573781843361,0.001159189474835,False,
20260627_155003_f255Hz_x24cm,2026-06-27T15:50:10,255,24.0,2,5,16,25.065,25.0094,3.96618,20.82,39.04,0.0,OK:16,data\mode_shape\raw\20260627_155003_f255Hz_x24cm.csv,,0.0913480811982944,0.0144545355151426,False,
20260627_155020_f255Hz_x25cm,2026-06-27T15:50:27,255,25.0,2,5,16,40.31,40.305,0.375716,39.75,41.05,0.0,OK:16,data\mode_shape\raw\20260627_155020_f255Hz_x25cm.csv,,0.1469076861401654,0.0013692773060242,False,
20260627_155034_f255Hz_x26cm,2026-06-27T15:50:41,255,26.0,2,5,16,50.645,50.6894,0.279631,50.23,51.22,0.0,OK:16,data\mode_shape\raw\20260627_155034_f255Hz_x26cm.csv,,0.1845730529538248,0.0010191005503116,False,
20260627_155053_f255Hz_x27cm,2026-06-27T15:51:00,255,27.0,2,5,16,74.66,74.4638,0.581151,73.05,75.1,0.0,OK:16,data\mode_shape\raw\20260627_155053_f255Hz_x27cm.csv,,0.2720944640839681,0.0021179744159772,False,
20260627_155107_f255Hz_x28cm,2026-06-27T15:51:14,255,28.0,2,5,16,93.36,93.0969,0.688646,91.18,93.86,0.0,OK:16,data\mode_shape\raw\20260627_155107_f255Hz_x28cm.csv,,0.3402456357738985,0.0025097343197638,False,
20260627_155124_f255Hz_x29cm,2026-06-27T15:51:31,255,29.0,2,5,16,126.775,126.89,2.09418,123.37,130.54,0.0,OK:16,data\mode_shape\raw\20260627_155124_f255Hz_x29cm.csv,,0.4620248551332046,0.0076321294507817,False,
20260627_155147_f255Hz_x30cm,2026-06-27T15:51:54,255,30.0,2,5,16,175.205,175.036,0.711098,172.76,175.72,0.0,OK:16,data\mode_shape\raw\20260627_155147_f255Hz_x30cm.csv,,0.6385254564670725,0.0025915594591639,False,
20260627_155203_f255Hz_x31cm,2026-06-27T15:52:10,255,31.0,2,5,16,190.95,190.947,0.851364,189.35,192.34,0.0,OK:16,data\mode_shape\raw\20260627_155203_f255Hz_x31cm.csv,,0.6959072852509203,0.0031027515580013,False,
20260627_155219_f255Hz_x32cm,2026-06-27T15:52:27,255,32.0,2,5,16,197.565,197.621,0.839319,196.29,198.84,0.0,OK:16,data\mode_shape\raw\20260627_155219_f255Hz_x32cm.csv,,0.7200153066802726,0.0030588541856481,False,
20260627_155234_f255Hz_x33cm,2026-06-27T15:52:42,255,33.0,2,5,16,211.2,211.181,0.573769,210.29,212.26,0.0,OK:16,data\mode_shape\raw\20260627_155234_f255Hz_x33cm.csv,,0.7697073508509785,0.0020910711031743,False,
20260627_155249_f255Hz_x34cm,2026-06-27T15:52:56,255,34.0,2,5,16,217.745,217.715,0.248747,217.07,218.03,0.0,OK:16,data\mode_shape\raw\20260627_155249_f255Hz_x34cm.csv,,0.7935602609424542,0.0009065454280403,False,
estimated_f255Hz_x35cm,,255,35.0,2,5,16,235.56333333333333,,0.280022,,,,ESTIMATED,,Estimated by linear interpolation between 34 cm and 37 cm.,0.8584982445910323,0.001020525529356,True,linear_interpolation_between_neighbor_positions
estimated_f255Hz_x36cm,,255,36.0,2,5,16,253.38166666666666,,0.280022,,,,ESTIMATED,,Estimated by linear interpolation between 34 cm and 37 cm.,0.9234362282396104,0.001020525529356,True,linear_interpolation_between_neighbor_positions
20260627_155424_f255Hz_x37cm,2026-06-27T15:54:32,255,37.0,2,5,16,271.2,271.205,0.280022,270.7,271.66,0.0,OK:16,data\mode_shape\raw\20260627_155424_f255Hz_x37cm.csv,,0.9883742118881884,0.001020525529356,False,
20260627_155734_f255Hz_x38cm,2026-06-27T15:57:41,255,38.0,2,5,16,270.945,270.313,1.54012,265.12,271.27,0.0,OK:16,data\mode_shape\raw\20260627_155734_f255Hz_x38cm.csv,,0.9874448777287802,0.0056128867670104,False,
20260627_155751_f255Hz_x39cm,2026-06-27T15:57:59,255,39.0,2,5,16,261.02,261.228,0.832318,259.84,262.44,2.0,LOUD_CLIP:2;OK:14,data\mode_shape\raw\20260627_155751_f255Hz_x39cm.csv,,0.9512737344655418,0.0030333394074128,False,
20260627_155814_f255Hz_x40cm,2026-06-27T15:58:21,255,40.0,2,5,14,274.39,266.454,23.027,189.41,287.31,7.0,LOUD_CLIP:7;OK:7,data\mode_shape\raw\20260627_155814_f255Hz_x40cm.csv,,1.0,0.0839206968183971,False,
20260627_155827_f255Hz_x41cm,2026-06-27T15:58:34,255,41.0,2,5,8,271.98,271.99,0.0636396,271.89,272.1,0.0,OK:8,data\mode_shape\raw\20260627_155827_f255Hz_x41cm.csv,,0.9912168810816722,0.0002319311928277,False,
estimated_f255Hz_x42cm,,255,42.0,2,5,8,272.385,,0.981904,,,,ESTIMATED,,Estimated by linear interpolation between 41 cm and 43 cm.,0.9926928823936734,0.0035784977586646,True,linear_interpolation_between_neighbor_positions
